time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-05-22T12:22:50.080Z,38.8305016,-122.8101654,1.79,0.88,md,11,104,0.007097,0.01,nc,nc73393221,2020-05-22T12:49:03.486Z,"8km NW of The Geysers, CA",earthquake,0.33,0.77,,1,automatic,nc,nc
2020-05-22T12:22:47.680Z,33.4715,-116.5685,10.86,0.85,ml,35,46,0.03645,0.14,ci,ci39211407,2020-05-22T13:23:13.320Z,"14km SE of Anza, CA",earthquake,0.21,0.34,0.156,23,reviewed,ci,ci
2020-05-22T12:18:42.530Z,37.584,-118.9838333,1.36,1.36,md,24,130,0.03819,0.07,nc,nc73393216,2020-05-22T19:12:03.824Z,"6km S of Mammoth Lakes, CA",earthquake,0.26,0.76,0.164,18,reviewed,nc,nc
2020-05-22T12:17:54.750Z,38.2095,-117.722,5.7,1.5,ml,17,121.6,0.116,0.12,nn,nn00731219,2020-05-22T12:26:31.609Z,"45km WNW of Tonopah, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-05-22T12:15:59.420Z,38.0067,-117.8417,12.8,1.4,ml,9,115.78,0.111,0.03,nn,nn00731217,2020-05-22T12:19:29.730Z,"54km W of Tonopah, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-05-22T12:12:32.318Z,66.2325,-157.2143,10,1.3,ml,,,,0.41,ak,ak0206kp2h18,2020-05-22T12:18:01.129Z,"76km SSW of Kobuk, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-05-22T12:12:24.978Z,38.0542,-117.944,6.4,2.9,ml,13,169.17,0.822,0.4382,nn,nn00731214,2020-05-22T12:31:19.040Z,"63km W of Tonopah, Nevada",earthquake,,1.6,0.31,8,reviewed,nn,nn
2020-05-22T12:12:14.640Z,38.1452,-117.9667,0.6,2.8,ml,18,99.85,0.224,0.11,nn,nn00731213,2020-05-22T12:17:12.473Z,"65km W of Tonopah, Nevada",earthquake,,10.9,,,automatic,nn,nn
2020-05-22T12:09:55.440Z,38.1595,-117.871,7.3,2.3,ml,28,62.56,0.018,0.1,nn,nn00731210,2020-05-22T12:13:34.334Z,"57km W of Tonopah, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-05-22T12:06:06.550Z,38.2187,-117.6882,0.2,1.1,ml,10,143.11,0.121,0.14,nn,nn00731208,2020-05-22T12:11:09.836Z,"43km WNW of Tonopah, Nevada",earthquake,,13.6,,,automatic,nn,nn
2020-05-22T12:03:35.860Z,38.2248,-117.8038,8.2,2.3,ml,29,69.52,0.088,0.1,nn,nn00731203,2020-05-22T12:06:53.877Z,"53km WNW of Tonopah, Nevada",earthquake,,1.5,,,automatic,nn,nn
2020-05-22T12:02:54.926Z,60.1922,-151.4544,58.8,1.5,ml,,,,0.46,ak,ak0206kp0dhm,2020-05-22T12:07:08.096Z,"21km SSW of Cohoe, Alaska",earthquake,,1.3,,,automatic,ak,ak
2020-05-22T12:02:48.480Z,38.1652,-118.0753,1.7,0.8,ml,9,143.46,0.222,0.08,nn,nn00731205,2020-05-22T12:07:00.410Z,"62km SE of Hawthorne, Nevada",earthquake,,8.1,,,automatic,nn,nn
2020-05-22T12:01:35.060Z,33.5036667,-116.7625,7.16,0.42,ml,19,78,0.03279,0.13,ci,ci39211375,2020-05-22T13:23:08.164Z,"10km SW of Anza, CA",earthquake,0.29,0.65,0.068,9,reviewed,ci,ci
2020-05-22T11:58:53.320Z,38.1663,-117.8437,5.2,2.8,ml,34,57.04,0.047,0.13,nn,nn00731201,2020-05-22T12:04:35.813Z,"54km WNW of Tonopah, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-05-22T11:56:54.770Z,38.1888,-117.792,0,1.9,ml,8,137.93,0.055,0.48,nn,nn00731200,2020-05-22T12:00:09.967Z,"51km WNW of Tonopah, Nevada",earthquake,,12.6,,,automatic,nn,nn
2020-05-22T11:51:58.830Z,34.2978333,-116.8388333,7.04,0.92,ml,33,45,0.05094,0.15,ci,ci39211367,2020-05-22T17:55:17.990Z,"4km N of Big Bear City, CA",earthquake,0.22,0.54,0.072,18,reviewed,ci,ci
2020-05-22T11:49:13.330Z,38.2085,-117.7218,5.6,1.7,ml,14,123.66,0.124,0.13,nn,nn00731198,2020-05-22T11:58:31.115Z,"45km WNW of Tonopah, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-05-22T11:48:25.460Z,36.5789986,-121.1758347,5.74,2.11,md,24,121,0.0106,0.06,nc,nc73393186,2020-05-22T14:07:02.722Z,"6km NNW of Pinnacles, CA",earthquake,0.25,0.5,0.21,23,automatic,nc,nc
2020-05-22T11:46:42.130Z,36.5690002,-121.1975021,4.04,2.74,md,15,111,0.01011,0.06,nc,nc73393176,2020-05-22T14:31:19.239Z,"6km NW of Pinnacles, CA",earthquake,0.52,0.59,0.3,11,automatic,nc,nc
2020-05-22T11:46:21.240Z,36.5794983,-121.1764984,5.5,2.97,md,42,64,0.01058,0.08,nc,nc73393171,2020-05-22T13:37:02.507Z,"6km NNW of Pinnacles, CA",earthquake,0.18,0.48,0.16,38,automatic,nc,nc
2020-05-22T11:45:14.001Z,61.5304,-141.5137,17.8,0.9,ml,,,,0.29,ak,ak0206koo2ko,2020-05-22T11:57:15.439Z,"155km E of Chitina, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-05-22T11:44:25.510Z,37.5660019,-121.7779999,3.3,0.92,md,9,122,0.03428,0.06,nc,nc73393166,2020-05-22T13:22:03.416Z,"11km ESE of Sunol, CA",earthquake,0.39,0.91,0.04,6,automatic,nc,nc
2020-05-22T11:44:18.610Z,38.2217,-117.806,9.5,1.7,ml,24,51.36,0.084,0.07,nn,nn00731195,2020-05-22T11:50:32.682Z,"53km WNW of Tonopah, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-05-22T11:44:11.350Z,32.1803333,-115.1975,21.25,2.27,ml,23,94,0.1598,0.28,ci,ci39211351,2020-05-22T17:03:46.165Z,"6km SSW of Alberto Oviedo Mota, B.C., MX",earthquake,0.44,0.94,0.203,22,reviewed,ci,ci
2020-05-22T11:39:32.930Z,38.8391685,-122.8236694,1.64,0.92,md,18,65,0.009247,0.01,nc,nc73393161,2020-05-22T12:58:02.540Z,"9km WNW of Cobb, CA",earthquake,0.23,0.52,0.05,4,automatic,nc,nc
2020-05-22T11:38:34.260Z,19.2186661,-155.3964996,31.78,2.58,ml,52,150,0.08835,0.13,hv,hv71522472,2020-05-22T11:44:10.350Z,"8km E of Pahala, Hawaii",earthquake,0.48,0.65,3,32,automatic,hv,hv
2020-05-22T11:31:29.500Z,38.2007,-117.8162,9.3,1.9,ml,19,160.25,0.023,0.05,nn,nn00731192,2020-05-22T11:43:31.779Z,"53km WNW of Tonopah, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-05-22T11:28:49.040Z,38.2517,-117.762,0.5,1.6,ml,8,141.15,0.099,0.31,nn,nn00731191,2020-05-22T11:32:56.239Z,"50km WNW of Tonopah, Nevada",earthquake,,25.5,,,automatic,nn,nn
2020-05-22T11:27:45.460Z,38.2565,-117.7855,0.9,1.1,ml,10,170.53,0.093,0.04,nn,nn00731190,2020-05-22T11:32:49.169Z,"53km WNW of Tonopah, Nevada",earthquake,,7.3,,,automatic,nn,nn
2020-05-22T11:26:15.510Z,38.1505,-117.9587,10.3,1.2,ml,12,140.92,0.035,0.06,nn,nn00731187,2020-05-22T11:29:29.729Z,"64km W of Tonopah, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-05-22T11:23:55.460Z,38.1843,-117.856,12.3,1.7,ml,21,63.25,0.027,0.12,nn,nn00731184,2020-05-22T11:27:53.014Z,"56km WNW of Tonopah, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-05-22T11:23:02.700Z,17.8996,-66.8411,10,2.54,md,16,206,0.0846,0.2,pr,pr2020143007,2020-05-22T11:37:24.455Z,"10km SE of Guanica, Puerto Rico",earthquake,0.6,0.57,0.15,10,reviewed,pr,pr
2020-05-22T11:22:25.790Z,38.1397,-118.0042,7.1,1.2,ml,10,108.37,0.04,0.06,nn,nn00731182,2020-05-22T11:26:49.914Z,"68km W of Tonopah, Nevada",earthquake,,1,,,automatic,nn,nn
2020-05-22T11:18:42.130Z,35.859,-117.6675,9.59,0.63,ml,16,93,0.0714,0.07,ci,ci37445845,2020-05-22T16:32:34.302Z,"23km ESE of Little Lake, CA",earthquake,0.18,0.34,0.158,5,reviewed,ci,ci
2020-05-22T11:18:30.600Z,35.8833333,-117.6836667,5.5,0.74,ml,17,82,0.06987,0.08,ci,ci39211335,2020-05-22T16:10:27.191Z,"21km ESE of Little Lake, CA",earthquake,0.15,0.49,0.135,5,reviewed,ci,ci
2020-05-22T11:17:28.150Z,38.149,-117.9953,11.6,1.7,ml,23,61.86,0.064,0.09,nn,nn00731178,2020-05-22T11:23:52.700Z,"67km W of Tonopah, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-05-22T11:14:47.710Z,38.2078,-117.6842,2.1,1.4,ml,8,143.78,0.131,0.19,nn,nn00731177,2020-05-22T11:18:29.720Z,"42km WNW of Tonopah, Nevada",earthquake,,5.1,,,automatic,nn,nn
2020-05-22T11:14:04.010Z,33.51,-116.4535,4.91,0.69,ml,27,69,0.08022,0.18,ci,ci39211327,2020-05-22T13:23:34.176Z,"21km ESE of Anza, CA",earthquake,0.23,1.28,0.145,19,reviewed,ci,ci
2020-05-22T11:09:40.410Z,38.161,-117.8835,11.1,0.8,ml,14,139.05,0.066,0.09,nn,nn00731175,2020-05-22T11:16:29.906Z,"58km W of Tonopah, Nevada",earthquake,,1,,,automatic,nn,nn
2020-05-22T11:09:25.460Z,40.7285,-112.0635,8.56,1.1,ml,31,40,0.02105,0.16,uu,uu60389982,2020-05-22T15:45:29.740Z,"3km NE of Magna, Utah",earthquake,0.29,0.45,0.332,2,reviewed,uu,uu
2020-05-22T11:07:16.910Z,35.909,-117.7441667,9.37,0.87,ml,12,63,0.07201,0.07,ci,ci39211319,2020-05-22T13:23:35.421Z,"15km ESE of Little Lake, CA",earthquake,0.21,0.6,0.158,6,reviewed,ci,ci
2020-05-22T11:06:02.340Z,38.1215,-118.0737,0.7,1.4,ml,11,182.95,0.106,0.12,nn,nn00731174,2020-05-22T11:11:09.321Z,"65km SE of Hawthorne, Nevada",earthquake,,11.5,,,automatic,nn,nn
2020-05-22T11:05:31.650Z,17.9838,-66.7278,10,2.09,ml,15,172,0.1351,0.12,pr,pr2020143006,2020-05-22T11:37:14.791Z,"1km SW of Tallaboa, Puerto Rico",earthquake,0.4,0.3,0,0,reviewed,pr,pr
2020-05-22T11:05:09.774Z,64.8734,-155.3349,6.7,1.2,ml,,,,0.64,ak,ak0206kofhlv,2020-05-22T11:12:26.471Z,"16km NNE of Ruby, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-05-22T11:04:58.730Z,38.6817,-117.204,12.2,1.8,ml,13,114.56,0.145,0.18,nn,nn00731172,2020-05-22T11:08:10.832Z,"65km ESE of Gabbs, Nevada",earthquake,,2,,,automatic,nn,nn
2020-05-22T11:01:59.860Z,38.16,-117.9042,11.8,2.4,ml,22,59.5,0.031,0.15,nn,nn00731170,2020-05-22T11:06:33.359Z,"60km W of Tonopah, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-05-22T11:01:46.560Z,38.8706665,-122.8181686,2.76,0.59,md,10,139,0.009356,0.01,nc,nc73393141,2020-05-22T11:17:06.091Z,"10km WNW of Cobb, CA",earthquake,0.74,1.49,,1,automatic,nc,nc
2020-05-22T11:00:04.620Z,38.1207,-117.9295,9.8,1.7,ml,8,113.67,0.03,0.09,nn,nn00731168,2020-05-22T11:03:29.701Z,"61km W of Tonopah, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-05-22T10:57:19.460Z,35.9191667,-117.7285,9.32,0.4,ml,10,61,0.06958,0.05,ci,ci39211303,2020-05-22T13:23:51.772Z,"16km E of Little Lake, CA",earthquake,0.19,0.5,0.078,5,reviewed,ci,ci
2020-05-22T10:56:09.670Z,37.9378,-117.8115,4.9,0.8,ml,11,113.47,0.036,0.16,nn,nn00731166,2020-05-22T11:01:10.110Z,"53km WSW of Tonopah, Nevada",earthquake,,3.3,,,automatic,nn,nn
2020-05-22T10:55:38.910Z,17.8141,-66.9396,11,2.69,md,15,266,0.172,0.23,pr,pr2020143005,2020-05-22T11:15:07.655Z,"17km S of Guanica, Puerto Rico",earthquake,0.94,0.67,0.28,7,reviewed,pr,pr
2020-05-22T10:51:30.300Z,38.1068,-118.0717,1.4,1.5,ml,8,144.58,0.085,0.03,nn,nn00731165,2020-05-22T10:57:30.011Z,"67km SE of Hawthorne, Nevada",earthquake,,8.6,,,automatic,nn,nn
2020-05-22T10:48:26.087Z,31.6538,-104.3235,5,2.9,ml,,66,0.151,0.36,us,us70009n93,2020-05-22T11:01:54.040Z,"68km W of Mentone, Texas",earthquake,1.9,2,0.085,66,reviewed,us,us
2020-05-22T10:46:34.190Z,38.1928,-117.7793,0,1,ml,14,174.59,0.064,0.31,nn,nn00731163,2020-05-22T10:52:50.125Z,"50km WNW of Tonopah, Nevada",earthquake,,17.8,,,automatic,nn,nn
2020-05-22T10:38:49.270Z,37.6148333,-118.912,6.82,0.2,md,16,112,0.003767,0.11,nc,nc73393131,2020-05-22T17:57:04.525Z,"6km ESE of Mammoth Lakes, CA",earthquake,0.43,0.74,0.223,14,reviewed,nc,nc
2020-05-22T10:37:50.010Z,38.1785,-117.7857,5.5,1.7,ml,22,73.96,0.051,0.07,nn,nn00731158,2020-05-22T10:42:12.897Z,"50km WNW of Tonopah, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-05-22T10:36:18.790Z,38.163,-117.9182,5.7,0.9,ml,11,133.28,0.038,0.06,nn,nn00731156,2020-05-22T10:39:29.719Z,"61km W of Tonopah, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-05-22T10:34:52.060Z,38.2428,-117.7762,1.8,1.3,ml,14,98.92,0.099,0.11,nn,nn00731154,2020-05-22T10:38:30.312Z,"51km WNW of Tonopah, Nevada",earthquake,,6,,,automatic,nn,nn
2020-05-22T10:33:14.830Z,38.2113,-117.792,10.1,1.4,ml,9,166.43,0.079,0.18,nn,nn00731153,2020-05-22T10:36:56.801Z,"51km WNW of Tonopah, Nevada",earthquake,,1.9,,,automatic,nn,nn
2020-05-22T10:29:41.340Z,44.7341667,-110.803,2.24,0.44,ml,7,132,0.06386,0.13,uu,uu60389972,2020-05-22T16:09:50.640Z,"25km ENE of West Yellowstone, Montana",earthquake,0.31,31.61,0.335,2,reviewed,uu,uu
2020-05-22T10:29:26.475Z,38.1364,-117.9841,9,3.1,ml,24,42.53,0.02,0.159,nn,nn00731147,2020-05-22T17:08:32.674Z,"66km W of Tonopah, Nevada",earthquake,,0.8,0.31,9,reviewed,nn,nn
2020-05-22T10:26:31.600Z,38.2093,-117.7112,0.9,1.3,ml,10,152.35,0.06,0.16,nn,nn00731145,2020-05-22T10:30:48.896Z,"45km WNW of Tonopah, Nevada",earthquake,,11.8,,,automatic,nn,nn
2020-05-22T10:25:47.150Z,38.1747,-117.8217,13.9,1.1,ml,13,96.58,0.07,0.21,nn,nn00731143,2020-05-22T10:29:09.732Z,"53km WNW of Tonopah, Nevada",earthquake,,4.1,,,automatic,nn,nn
2020-05-22T10:19:13.060Z,38.1415,-118.0425,6,2.2,ml,27,61.43,0.057,0.13,nn,nn00731138,2020-05-22T10:22:33.975Z,"66km SE of Hawthorne, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-05-22T10:18:20.500Z,38.8126678,-122.8174973,2.64,1.79,md,35,53,0.009883,0.04,nc,nc73393116,2020-05-22T12:17:03.821Z,"7km NW of The Geysers, CA",earthquake,0.19,0.34,0.14,10,automatic,nc,nc
2020-05-22T10:17:57.710Z,35.5896667,-118.3976667,1.11,1.5,ml,17,104,0.09588,0.15,ci,ci39211287,2020-05-22T13:24:26.290Z,"8km ESE of Lake Isabella, CA",earthquake,0.31,0.56,0.256,23,reviewed,ci,ci
2020-05-22T10:13:57.350Z,38.1742,-117.8673,7.5,1.5,ml,12,133.63,0.016,0.15,nn,nn00731134,2020-05-22T10:18:50.703Z,"57km WNW of Tonopah, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-05-22T10:12:30.260Z,38.1817,-117.8623,8.4,1.7,ml,15,163.07,0.017,0.13,nn,nn00731133,2020-05-22T10:15:51.384Z,"56km WNW of Tonopah, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-05-22T10:07:41.730Z,38.1667,-117.9795,2,1.4,ml,14,102.62,0.031,0.15,nn,nn00731131,2020-05-22T10:13:49.816Z,"66km W of Tonopah, Nevada",earthquake,,2.4,,,automatic,nn,nn
2020-05-22T10:06:08.960Z,38.8129997,-122.7900009,2.85,0.57,md,15,49,0.006512,0.02,nc,nc73393106,2020-05-22T10:30:02.806Z,"5km NW of The Geysers, CA",earthquake,0.34,0.69,0.02,2,automatic,nc,nc
2020-05-22T10:04:48.000Z,38.2172,-117.737,9.4,1.4,ml,15,121.81,0.135,0.05,nn,nn00731128,2020-05-22T10:09:10.183Z,"47km WNW of Tonopah, Nevada",earthquake,,9.1,,,automatic,nn,nn
2020-05-22T10:04:04.080Z,33.0148333,-116.0193333,5.66,1.39,ml,26,69,0.1344,0.21,ci,ci39211279,2020-05-22T13:24:27.291Z,"18km SE of Ocotillo Wells, CA",earthquake,0.39,1.35,0.186,27,reviewed,ci,ci
2020-05-22T10:02:23.540Z,59.2357,-143.6598,0,1.8,ml,,,,0.22,ak,ak0206kntfwy,2020-05-22T10:05:52.997Z,"115km SW of Cape Yakataga, Alaska",earthquake,,1.9,,,automatic,ak,ak
2020-05-22T10:00:22.190Z,38.1897,-117.7538,13.2,1.4,ml,18,98.56,0.102,0.07,nn,nn00731126,2020-05-22T10:06:11.632Z,"47km WNW of Tonopah, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-05-22T09:55:22.290Z,38.1023,-118.0723,0.8,1.1,ml,9,133.25,0.09,0.06,nn,nn00731125,2020-05-22T10:01:49.482Z,"67km SE of Hawthorne, Nevada",earthquake,,8.2,,,automatic,nn,nn
2020-05-22T09:52:08.860Z,38.1415,-117.9138,7.2,1,ml,13,128.67,0.036,0.04,nn,nn00731122,2020-05-22T09:56:09.384Z,"60km W of Tonopah, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-05-22T09:47:43.690Z,17.8148,-66.9335,7,2.94,md,21,240,0.1692,0.27,pr,pr2020143004,2020-05-22T10:02:02.719Z,"17km S of Guanica, Puerto Rico",earthquake,1.12,1.79,0.3,16,reviewed,pr,pr
2020-05-22T09:44:54.853Z,60.377,-141.4202,0.1,2.2,ml,,,,1.13,ak,ak0206knh2ss,2020-05-22T09:57:10.845Z,"65km ENE of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-05-22T09:44:54.153Z,60.3111,-141.3457,5,2.1,ml,,,,1,ak,ak0206knh7nn,2020-05-22T17:08:02.960Z,"66km ENE of Cape Yakataga, Alaska",earthquake,,0,,,reviewed,ak,ak
2020-05-22T09:43:08.690Z,38.148,-117.9545,13.4,1.8,ml,21,70.82,0.025,0.1,nn,nn00731118,2020-05-22T09:47:08.252Z,"64km W of Tonopah, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-05-22T09:41:41.672Z,44.2845,-115.0925,10,2.9,ml,,66,0.872,0.54,us,us70009n83,2020-05-22T16:05:09.611Z,"72km WSW of Challis, Idaho",earthquake,1.2,2,0.044,68,reviewed,us,us
2020-05-22T09:39:01.440Z,38.1755,-117.783,4.9,2.3,ml,19,48.84,0.064,0.11,nn,nn00731115,2020-05-22T09:44:19.598Z,"49km WNW of Tonopah, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-05-22T09:38:40.380Z,35.9105,-117.7475,9.16,0.72,ml,14,55,0.06893,0.12,ci,ci37445885,2020-05-22T19:57:14.140Z,"15km ESE of Little Lake, CA",earthquake,0.22,0.63,0.069,3,reviewed,ci,ci
2020-05-22T09:38:31.860Z,35.907,-117.7471667,8.78,0.53,ml,5,181,0.07117,0.03,ci,ci37445893,2020-05-22T20:00:30.684Z,"15km ESE of Little Lake, CA",earthquake,0.38,0.62,0.339,4,reviewed,ci,ci
2020-05-22T09:38:23.850Z,35.9291667,-117.7428333,14.42,1.01,ml,8,103,0.06401,0.14,ci,ci37445877,2020-05-22T19:54:36.621Z,"15km E of Little Lake, CA",earthquake,0.48,1.19,0.159,5,reviewed,ci,ci
2020-05-22T09:38:22.620Z,35.9101667,-117.7425,8.81,0.89,ml,17,56,0.0725,0.09,ci,ci39211271,2020-05-22T19:50:34.601Z,"15km E of Little Lake, CA",earthquake,0.18,0.44,0.124,7,reviewed,ci,ci
2020-05-22T09:37:57.830Z,38.1927,-117.813,1.4,2.1,ml,17,180.03,0.024,0.37,nn,nn00731113,2020-05-22T09:44:11.118Z,"52km WNW of Tonopah, Nevada",earthquake,,14.6,,,automatic,nn,nn
2020-05-22T09:34:05.067Z,44.2807,-115.0796,15.44,3.6,mb,,66,0.864,0.78,us,us70009n7y,2020-05-22T14:31:06.251Z,"71km WSW of Challis, Idaho",earthquake,2.3,9.6,0.224,5,reviewed,us,us
2020-05-22T09:32:40.440Z,38.1282,-117.898,12.2,1,ml,9,83.68,0.017,0.02,nn,nn00731112,2020-05-22T09:36:48.698Z,"58km W of Tonopah, Nevada",earthquake,,2,,,automatic,nn,nn
2020-05-22T09:29:32.600Z,38.132,-118.0043,5.3,1.6,ml,14,109.19,0.039,0.08,nn,nn00731109,2020-05-22T09:34:31.031Z,"68km W of Tonopah, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-05-22T09:27:03.500Z,38.2005,-117.7345,6.5,2.6,ml,33,50.05,0.112,0.15,nn,nn00731104,2020-05-22T09:30:53.892Z,"46km WNW of Tonopah, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-05-22T09:25:30.870Z,38.209,-117.8193,10.8,1.7,ml,20,68.7,0.077,0.16,nn,nn00731101,2020-05-22T09:29:10.943Z,"54km WNW of Tonopah, Nevada",earthquake,,1.8,,,automatic,nn,nn
2020-05-22T09:24:47.770Z,35.7788333,-117.5853333,6.86,1.79,ml,23,144,0.03813,0.15,ci,ci39211263,2020-05-22T13:25:22.260Z,"16km W of Searles Valley, CA",earthquake,0.29,0.55,0.248,27,reviewed,ci,ci
2020-05-22T09:23:57.140Z,38.1248,-118.0093,1.5,1.8,ml,19,110.83,0.043,0.12,nn,nn00731097,2020-05-22T09:27:10.136Z,"68km W of Tonopah, Nevada",earthquake,,1,,,automatic,nn,nn
2020-05-22T09:23:45.350Z,44.737,-110.8003333,4.02,-0.12,md,6,137,0.06254,0.06,uu,uu60389952,2020-05-22T17:23:35.200Z,"25km ENE of West Yellowstone, Montana",earthquake,0.43,2.48,0.139,3,reviewed,uu,uu
2020-05-22T09:20:08.300Z,38.2232,-117.804,9.4,2,ml,18,72.05,0.084,0.13,nn,nn00731095,2020-05-22T09:25:31.406Z,"53km WNW of Tonopah, Nevada",earthquake,,1.4,,,automatic,nn,nn
2020-05-22T09:13:09.320Z,38.1865,-117.7837,14.1,1.7,ml,17,120.84,0.1,0.1,nn,nn00731093,2020-05-22T09:20:51.195Z,"50km WNW of Tonopah, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-05-22T09:10:30.954Z,59.1545,-153.6202,107.4,2.3,ml,,,,0.39,ak,ak0206kn9qoh,2020-05-22T09:15:31.403Z,"99km SE of Old Iliamna, Alaska",earthquake,,1.1,,,automatic,ak,ak
2020-05-22T09:09:46.210Z,40.2926667,-121.1915,-1.98,1.21,md,8,175,0.2052,0.28,nc,nc73393081,2020-05-22T19:47:05.052Z,"4km ESE of Chester, CA",earthquake,1.55,1.63,0.138,7,reviewed,nc,nc
2020-05-22T09:09:21.540Z,38.2232,-117.8003,8.6,1.2,ml,16,174.95,0.06,0.07,nn,nn00731091,2020-05-22T09:13:50.299Z,"52km WNW of Tonopah, Nevada",earthquake,,1.5,,,automatic,nn,nn
2020-05-22T09:05:35.230Z,38.8086662,-122.7923355,2.66,1.51,md,29,36,0.002421,0.02,nc,nc73393076,2020-05-22T10:09:04.681Z,"5km NW of The Geysers, CA",earthquake,0.2,0.39,0.12,9,automatic,nc,nc
2020-05-22T09:04:31.030Z,38.8688316,-122.8170013,2.35,1.15,md,8,179,0.01049,0.02,nc,nc73393071,2020-05-22T09:59:03.617Z,"10km WNW of Cobb, CA",earthquake,0.87,1.67,,1,automatic,nc,nc
2020-05-22T09:03:28.620Z,38.1745,-117.9492,11.9,0.9,ml,12,113.98,0.023,0.16,nn,nn00731088,2020-05-22T09:10:29.074Z,"64km W of Tonopah, Nevada",earthquake,,1.8,,,automatic,nn,nn
2020-05-22T09:02:28.660Z,33.599,-116.8103333,5.21,0.8,ml,22,73,0.03895,0.12,ci,ci39211255,2020-05-22T13:24:57.422Z,"14km WNW of Anza, CA",earthquake,0.25,0.48,0.161,19,reviewed,ci,ci
2020-05-22T09:01:14.560Z,38.8126678,-122.7881699,3.02,2.29,md,46,30,0.005877,0.05,nc,nc73393066,2020-05-22T11:52:06.295Z,"5km NW of The Geysers, CA",earthquake,0.17,0.29,0.18,23,automatic,nc,nc
2020-05-22T09:00:49.715Z,38.121,-118.0695,5.7,2.1,ml,15,116.85,0.089,0.2045,nn,nn00731087,2020-05-22T09:14:31.394Z,"66km SE of Hawthorne, Nevada",earthquake,,2.8,0.25,2,reviewed,nn,nn
2020-05-22T08:58:42.970Z,38.8261681,-122.8098297,1.61,1.22,md,9,102,0.002776,0.02,nc,nc73393056,2020-05-22T11:37:02.208Z,"7km NW of The Geysers, CA",earthquake,0.36,0.84,,1,automatic,nc,nc
2020-05-22T08:57:13.330Z,37.495,-118.8693333,2.56,0.78,md,6,227,0.1001,0.1,nc,nc73393061,2020-05-22T18:17:03.642Z,"18km WSW of Toms Place, CA",earthquake,1.45,7.16,0.207,6,reviewed,nc,nc
2020-05-22T08:56:51.570Z,38.8699989,-122.8190002,2.9,0.59,md,11,157,0.01028,0.02,nc,nc73393051,2020-05-22T09:38:02.490Z,"10km WNW of Cobb, CA",earthquake,0.65,1.01,,1,automatic,nc,nc
2020-05-22T08:56:06.394Z,38.1815,-117.7893,10.2,2.4,ml,20,67.36,0.067,0.1137,nn,nn00731086,2020-05-22T15:43:34.328Z,"50km WNW of Tonopah, Nevada",earthquake,,1.4,0.44,5,reviewed,nn,nn
2020-05-22T08:54:49.940Z,38.8344994,-122.8079987,1.76,1.72,md,32,35,0.01121,0.05,nc,nc73393041,2020-05-22T11:12:02.062Z,"8km W of Cobb, CA",earthquake,0.18,0.32,0.11,10,automatic,nc,nc
2020-05-22T08:46:12.230Z,38.1785,-117.8635,6.8,1.4,ml,14,133.54,0.016,0.18,nn,nn00731079,2020-05-22T08:49:48.909Z,"56km WNW of Tonopah, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-05-22T08:46:06.748Z,22.4028,-108.1636,10,6.1,mww,,154,2.078,0.78,us,us70009n5p,2020-05-22T19:03:03.883Z,"173km ESE of San Jose del Cabo, Mexico",earthquake,7.4,1.7,0.05,39,reviewed,us,us
2020-05-22T08:45:26.750Z,36.1271667,-117.8203333,3.78,0.77,ml,15,159,0.02955,0.08,ci,ci39211239,2020-05-22T19:04:58.272Z,"15km NE of Coso Junction, CA",earthquake,0.17,0.23,0.226,4,reviewed,ci,ci
